"NA06985","NA06994","NA07037","NA10847","NA11920","NA11918","NA11931","NA12003","NA12006","NA12287"
"ENSG00000215726",0,0,0,0,0,0,1,1,0,0
"ENSG00000215734",3,7,12,6,10,1,24,3,34,11
"ENSG00000215769",9,9,25,15,10,1,47,7,9,21
"ENSG00000215784",1,0,0,0,0,0,0,0,0,0
"ENSG00000215785",0,0,0,0,0,0,1,0,0,0
"ENSG00000215788",9,1,3,0,2,1,0,2,0,0
"ENSG00000215790",0,0,1,3,2,0,4,4,45,0
"ENSG00000215795",4,15,1,7,6,2,9,17,59,10
"ENSG00000215796",3,4,0,3,9,4,17,5,0,10
"ENSG00000215800",0,0,0,0,0,1,0,0,0,0
"ENSG00000215805",9,5,0,4,4,2,20,9,0,22
"ENSG00000215817",1,1,0,0,1,0,0,0,6,0
"ENSG00000215833",2,3,7,0,3,1,18,6,0,5
"ENSG00000215835",305,205,305,304,312,139,471,251,905,356
"ENSG00000215837",1,0,0,1,0,1,0,0,0,0
"ENSG00000215838",0,0,0,0,0,0,1,0,0,0
"ENSG00000215840",8,1,13,0,3,3,3,2,4,3
"ENSG00000215845",121,89,243,175,81,30,243,175,173,248
"ENSG00000215861",1,0,0,0,0,0,0,0,0,0
"ENSG00000215871",8,0,2,4,4,2,7,2,0,6
"ENSG00000215873",0,1,0,1,1,0,4,0,0,1
"ENSG00000215874",8,6,8,6,1,2,21,4,1,23
"ENSG00000215878",0,0,0,1,0,0,0,0,0,0
"ENSG00000215883",16,15,34,35,61,12,85,39,111,66
"ENSG00000215893",0,0,0,0,1,0,0,0,0,0
"ENSG00000215895",11,12,15,12,16,2,16,37,22,13
"ENSG00000215899",1,0,1,1,1,4,3,1,3,1
"ENSG00000215900",4,6,4,7,18,1,6,12,0,6
"ENSG00000215902",0,0,0,1,0,0,1,0,0,0
"ENSG00000215906",0,0,0,0,0,0,0,0,0,1
"ENSG00000215908",22,7,14,13,8,1,4,16,0,1
"ENSG00000215909",0,0,5,0,3,0,2,5,16,1
"ENSG00000215910",1,0,8,0,0,0,0,1,0,0
"ENSG00000215912",2,3,3,0,0,0,1,0,0,0
"ENSG00000215915",0,0,3,1,2,5,0,1,0,0
"ENSG00000215973",0,0,0,0,2,0,0,0,0,0
"ENSG00000216090",0,0,0,0,0,0,0,1,0,0
"ENSG00000216133",0,1,0,1,0,0,0,0,0,0
"ENSG00000216285",0,0,1,0,0,0,0,0,0,0
"ENSG00000216306",0,0,0,0,1,0,0,2,0,0
"ENSG00000216307",1,1,0,0,1,0,0,0,0,0
"ENSG00000216316",0,0,0,1,1,2,0,2,0,1
"ENSG00000216324",1,2,0,1,1,0,0,1,0,0
"ENSG00000216331",0,0,0,0,2,2,5,1,0,1
"ENSG00000216347",1,0,0,0,0,0,1,0,0,0
"ENSG00000216360",0,0,0,0,0,0,0,1,0,0
"ENSG00000216364",0,0,0,0,1,0,0,0,0,0
"ENSG00000216368",0,0,0,0,0,1,1,0,0,0
"ENSG00000216439",1,10,7,3,0,11,17,2,0,12
"ENSG00000216471",0,0,0,1,0,0,0,0,0,0
"ENSG00000216475",1,0,0,0,0,3,8,2,0,4
"ENSG00000216490",2344,1725,2248,1483,2734,1126,2421,1573,4695,3216
"ENSG00000216522",0,0,1,0,0,0,0,0,0,0
"ENSG00000216548",0,0,0,2,0,1,1,0,0,1
"ENSG00000216588",0,0,0,0,0,0,0,4,0,0
"ENSG00000216613",3,3,2,2,10,4,5,0,5,2
"ENSG00000216616",0,0,0,0,0,0,0,0,15,0
"ENSG00000216624",9,2,13,13,50,75,35,18,19,13
"ENSG00000216636",0,0,0,0,0,2,1,0,0,0
"ENSG00000216639",0,0,0,0,0,0,0,0,0,1
"ENSG00000216642",0,0,0,2,0,1,0,0,0,1
"ENSG00000216657",28,34,22,31,40,41,103,27,179,71
"ENSG00000216663",1,1,0,1,1,3,5,0,0,0
"ENSG00000216676",104,73,71,88,59,59,185,65,48,125
"ENSG00000216708",1,0,0,0,0,0,2,0,0,1
"ENSG00000216718",0,0,0,0,0,0,0,0,0,1
"ENSG00000216740",0,1,1,2,1,3,3,2,11,5
"ENSG00000216753",0,0,0,1,0,0,0,0,0,0
"ENSG00000216754",0,1,0,0,0,0,0,0,0,0
"ENSG00000216775",2,5,0,0,20,3,12,4,71,5
"ENSG00000216802",16,15,22,15,13,3,30,35,35,30
"ENSG00000216813",0,0,0,0,0,1,0,0,0,0
"ENSG00000216817",2,2,4,2,7,0,2,13,0,1
"ENSG00000216835",0,0,0,0,0,0,1,0,0,0
"ENSG00000216839",0,0,0,0,2,0,0,0,0,0
"ENSG00000216854",0,0,0,0,0,0,0,5,0,0
"ENSG00000216863",16,9,4,9,17,14,42,17,20,23
"ENSG00000216895",18,8,17,12,13,8,33,8,2,13
"ENSG00000216913",0,1,0,0,0,0,0,0,0,0
"ENSG00000216915",5,6,10,2,15,2,23,13,8,5
"ENSG00000216917",0,0,0,0,0,1,0,2,0,3
"ENSG00000216921",0,0,3,0,0,0,0,0,0,0
"ENSG00000216937",4,4,2,8,5,3,3,4,0,9
"ENSG00000216990",0,0,0,0,0,1,0,0,0,0
"ENSG00000217026",4,0,3,1,1,3,0,1,0,1
"ENSG00000217027",819,558,701,432,286,468,1258,564,572,1051
"ENSG00000217030",0,0,0,0,0,1,0,0,0,1
"ENSG00000217060",12,11,7,11,27,17,69,37,177,31
"ENSG00000217067",0,0,1,0,0,0,0,0,0,0
"ENSG00000217094",0,0,0,1,0,0,0,0,0,0
"ENSG00000217128",62,57,52,64,61,82,206,134,0,86
"ENSG00000217130",4,2,4,9,0,24,8,1,9,4
"ENSG00000217139",17,12,15,6,17,5,36,29,36,10
"ENSG00000217159",2,5,2,2,10,0,6,15,33,2
"ENSG00000217165",1,2,3,1,1,1,8,5,0,2
"ENSG00000217181",0,0,0,0,0,2,0,0,0,0
"ENSG00000217227",5,5,3,7,70,4,33,19,43,20
"ENSG00000217236",1,1,0,0,0,0,1,1,0,0
"ENSG00000217239",1,0,0,1,0,0,0,0,0,0
"ENSG00000217241",0,1,0,1,0,2,1,0,0,0
"ENSG00000217258",0,0,0,0,1,0,1,0,0,0
"ENSG00000217272",0,0,0,1,0,0,0,0,0,0
"ENSG00000217289",0,0,0,0,0,0,0,1,0,0
"ENSG00000217325",0,0,0,0,0,0,1,0,1,2
"ENSG00000217404",0,0,0,0,0,1,1,1,1,1
"ENSG00000217407",12,18,17,10,7,16,68,20,12,46
"ENSG00000217414",0,0,0,0,0,1,0,0,0,0
"ENSG00000217442",1,1,2,3,0,0,1,5,0,1
"ENSG00000217455",0,0,0,0,0,0,0,0,0,1
"ENSG00000217482",0,2,0,0,0,0,0,0,0,0
"ENSG00000217512",0,1,0,0,0,0,0,0,0,0
"ENSG00000217514",0,0,0,0,0,0,0,1,0,0
"ENSG00000217527",0,0,0,0,1,0,0,1,0,0
"ENSG00000217539",8,4,10,4,8,8,26,17,44,28
"ENSG00000217555",17,22,68,19,57,3,99,12,70,20
"ENSG00000217557",0,0,0,0,1,1,0,0,1,0
"ENSG00000217576",1,1,0,0,0,1,1,6,0,0
"ENSG00000217585",6,10,6,9,0,3,18,3,0,20
"ENSG00000217643",0,0,0,0,1,1,0,0,1,1
"ENSG00000217644",0,1,0,1,0,1,0,0,0,1
"ENSG00000217648",6,8,4,1,4,6,23,9,0,7
"ENSG00000217653",0,0,0,0,0,0,1,0,0,0
"ENSG00000217702",0,0,0,0,0,0,1,0,0,0
"ENSG00000217716",1,1,0,1,0,1,1,0,1,0
"ENSG00000217718",0,0,0,0,0,1,0,0,0,0
"ENSG00000217733",80,81,129,60,75,18,211,83,169,231
"ENSG00000217770",0,0,0,0,0,0,0,0,0,1
"ENSG00000217791",1,0,0,0,0,0,0,0,32,1
"ENSG00000217801",26,19,40,13,28,9,20,28,12,20
"ENSG00000217805",0,0,0,0,0,0,0,0,0,3
"ENSG00000217825",5,1,0,5,1,13,3,0,0,0
"ENSG00000217862",1,0,0,0,0,0,0,1,0,0
"ENSG00000217930",71,69,96,58,211,22,90,53,120,192
"ENSG00000217950",17,9,31,13,6,4,20,10,68,27
"ENSG00000218018",5,4,7,3,4,4,7,0,0,4
"ENSG00000218020",0,0,0,0,1,0,0,0,0,0
"ENSG00000218027",0,0,2,0,1,0,9,4,0,1
"ENSG00000218029",0,0,0,1,0,0,0,0,0,0
"ENSG00000218048",4,2,3,8,3,0,18,2,0,3
"ENSG00000218107",1,3,0,2,2,5,10,0,0,3
"ENSG00000218175",103,72,77,74,33,77,201,75,78,118
"ENSG00000218180",1,0,0,0,1,1,1,3,2,0
"ENSG00000218208",0,0,1,0,0,2,8,1,2,3
"ENSG00000218226",9,4,10,4,6,8,8,15,34,13
"ENSG00000218227",16,11,10,16,17,10,75,26,29,28
"ENSG00000218233",0,0,0,0,0,0,1,0,0,0
"ENSG00000218261",3,1,0,2,0,1,7,0,0,2
"ENSG00000218265",0,0,1,0,0,2,2,1,1,0
"ENSG00000218274",0,0,2,0,0,0,0,0,0,0
"ENSG00000218283",2,4,3,6,3,21,17,1,7,10
"ENSG00000218313",1,0,0,0,0,0,1,0,0,1
"ENSG00000218327",2,1,0,0,0,0,1,1,0,0
"ENSG00000218328",1,0,0,0,0,0,0,0,0,0
"ENSG00000218336",59,2,5,0,7,0,2,0,0,1
"ENSG00000218337",0,0,0,0,0,0,1,0,0,0
"ENSG00000218347",0,0,0,0,0,0,1,1,0,1
"ENSG00000218350",21,13,11,11,13,17,58,13,1,37
"ENSG00000218358",0,0,0,0,0,0,1,0,0,0
"ENSG00000218363",4,1,0,5,7,1,8,10,18,16
"ENSG00000218418",2,2,0,6,8,7,6,20,0,2
"ENSG00000218422",1,0,0,5,1,0,0,3,0,3
"ENSG00000218426",2111,1525,1874,1325,6719,462,3544,2126,1917,2388
"ENSG00000218428",0,0,1,0,13,0,2,2,15,4
"ENSG00000218437",0,0,0,0,1,0,0,0,0,0
"ENSG00000218454",0,1,0,0,0,0,0,0,0,0
"ENSG00000218472",0,0,0,0,0,1,1,0,0,0
"ENSG00000218483",5,7,2,7,15,4,20,9,54,9
"ENSG00000218502",24,22,54,33,97,11,81,14,10,111
"ENSG00000218510",30,31,14,25,22,33,61,29,41,38
"ENSG00000218512",0,0,0,0,0,1,0,0,0,0
"ENSG00000218537",6,3,11,14,2,1,13,19,5,5
"ENSG00000218561",0,0,0,0,0,0,1,0,0,0
"ENSG00000218565",5,4,0,2,14,6,13,10,0,6
"ENSG00000218582",0,1,1,3,2,10,1,2,1,1
"ENSG00000218586",1,0,0,0,1,1,1,8,0,1
"ENSG00000218596",2,0,0,0,0,1,0,2,0,0
"ENSG00000218676",1,2,0,0,1,1,0,0,0,1
"ENSG00000218682",0,0,0,1,1,0,0,2,0,1
"ENSG00000218690",0,0,0,0,4,0,2,0,0,1
"ENSG00000218713",0,0,5,2,16,2,5,3,0,5
"ENSG00000218725",1,0,1,2,1,1,7,2,0,0
"ENSG00000218730",2,0,0,1,0,0,7,0,0,1
"ENSG00000218739",35,34,26,28,157,65,112,91,145,32
"ENSG00000218748",72,55,35,49,40,36,159,55,129,129
"ENSG00000218749",0,0,0,1,0,0,0,0,0,0
"ENSG00000218754",133,74,137,129,273,197,333,191,138,164
"ENSG00000218757",0,0,0,0,0,1,0,0,0,0
"ENSG00000218761",2,2,5,1,5,6,3,2,0,3
"ENSG00000218766",1,0,0,2,0,0,0,0,0,0
"ENSG00000218792",0,0,0,0,0,0,1,0,0,0
"ENSG00000218803",9,6,3,11,9,0,3,0,62,6
"ENSG00000218819",0,0,0,0,0,0,0,0,0,1
"ENSG00000218823",10,5,9,5,25,6,17,4,0,3
"ENSG00000218857",21,16,35,10,48,3,32,26,17,26
"ENSG00000218868",2,2,3,0,0,0,4,1,38,2
"ENSG00000218890",4,10,0,7,12,13,26,15,23,16
"ENSG00000218891",190,130,163,154,165,9,101,269,262,93
"ENSG00000218893",0,0,0,1,0,0,0,0,0,0
"ENSG00000218896",0,0,0,1,0,0,1,0,0,0
"ENSG00000218902",1,0,1,2,1,1,0,0,0,0
"ENSG00000218976",2,2,0,1,0,1,4,1,0,0
"ENSG00000218980",1,0,0,1,0,2,1,0,0,0
"ENSG00000218986",0,0,0,0,0,0,0,1,0,0
"ENSG00000218991",9,7,8,10,12,21,22,17,10,10
"ENSG00000219023",0,1,1,2,0,1,1,0,1,0
"ENSG00000219027",0,0,0,0,1,0,0,0,0,0
"ENSG00000219039",26,30,44,39,65,30,71,27,120,86
"ENSG00000219074",0,0,0,1,0,0,2,0,0,0
"ENSG00000219085",0,0,0,0,1,1,1,0,0,1
"ENSG00000219088",7,10,17,13,29,9,26,8,0,22
"ENSG00000219102",1,0,0,0,1,0,0,0,0,0
"ENSG00000219133",0,0,0,0,0,0,0,0,0,1
"ENSG00000219135",1,0,0,0,0,0,0,0,0,0
"ENSG00000219146",2,1,3,4,4,36,11,4,6,9
"ENSG00000219150",0,0,0,0,0,1,0,0,0,0
"ENSG00000219200",729,385,447,418,422,299,833,756,963,624
"ENSG00000219201",2,0,0,0,1,1,2,2,0,0
"ENSG00000219222",1,0,0,0,0,0,0,0,0,2
"ENSG00000219240",0,0,1,1,3,0,1,3,0,5
"ENSG00000219249",1,0,0,0,0,2,6,1,0,8
"ENSG00000219257",1,0,0,0,0,0,0,0,0,0
"ENSG00000219262",0,0,0,0,0,0,0,0,0,1
"ENSG00000219273",2,4,0,0,1,1,6,0,0,2
"ENSG00000219274",0,0,0,0,0,0,0,5,0,0
"ENSG00000219294",3,2,0,1,0,2,8,4,0,5
"ENSG00000219297",0,1,0,0,1,0,2,0,0,6
"ENSG00000219329",0,0,0,0,0,4,0,0,0,0
"ENSG00000219361",0,0,0,0,2,0,1,0,0,0
"ENSG00000219374",0,0,0,0,0,1,3,0,0,1
"ENSG00000219375",22,16,6,7,5,4,31,2,29,39
"ENSG00000219392",0,0,0,3,0,1,1,0,0,0
"ENSG00000219395",1,0,0,1,0,0,1,1,8,0
"ENSG00000219409",0,1,0,0,0,0,0,1,0,0
"ENSG00000219410",1,2,0,1,0,0,1,0,0,0
"ENSG00000219433",0,0,0,0,1,0,0,0,0,0
"ENSG00000219435",0,1,0,3,0,0,1,7,0,1
"ENSG00000219438",9,0,0,0,2,0,2,0,0,0
"ENSG00000219451",113,91,43,41,83,35,225,51,5,112
"ENSG00000219463",0,0,0,0,1,0,0,0,1,0
"ENSG00000219470",1,0,2,1,2,8,3,2,0,0
"ENSG00000219481",1,2,0,2,0,1,0,11,20,0
"ENSG00000219487",19,23,26,17,18,29,76,20,22,48
"ENSG00000219491",0,1,0,1,0,0,1,0,0,0
"ENSG00000219529",0,2,0,1,3,2,4,0,0,2
"ENSG00000219532",1,3,3,1,0,1,4,0,0,3
"ENSG00000219545",18,18,41,21,26,25,54,46,48,38
"ENSG00000219553",6,4,1,8,14,8,15,8,14,10
"ENSG00000219559",2,0,0,1,0,0,1,0,0,1
"ENSG00000219565",36,34,28,27,92,27,101,45,78,96
"ENSG00000219607",1,11,8,8,7,5,4,14,7,16
"ENSG00000219626",7,8,2,1,7,4,14,9,0,8
"ENSG00000219642",3,0,0,3,6,1,4,2,0,0
"ENSG00000219665",13,9,6,4,5,2,19,8,0,10
"ENSG00000219669",0,0,0,0,0,0,0,0,0,1
"ENSG00000219680",0,0,0,0,0,0,0,3,0,0
"ENSG00000219682",5,3,3,5,11,4,13,2,1,7
"ENSG00000219699",5,5,10,2,6,4,23,6,43,5
"ENSG00000219738",4,1,4,4,11,1,11,18,83,2
"ENSG00000219747",1,0,0,1,1,0,0,0,0,0
"ENSG00000219755",3,0,2,0,1,5,5,1,0,1
"ENSG00000219758",1,0,0,0,0,4,0,1,0,0
"ENSG00000219773",1,1,0,0,0,0,1,1,0,1
"ENSG00000219776",0,0,0,0,0,0,1,0,0,0
"ENSG00000219790",0,0,0,0,0,0,0,2,0,0
"ENSG00000219806",14,17,13,7,9,5,70,34,73,41
"ENSG00000219807",21,5,17,25,113,1,23,27,34,25
"ENSG00000219863",0,1,0,1,1,2,7,1,0,3
"ENSG00000219867",0,0,0,0,0,1,0,0,0,0
"ENSG00000219881",0,0,0,2,0,2,1,0,0,1
"ENSG00000219891",1,0,0,0,1,1,3,0,0,1
"ENSG00000219902",0,0,0,0,0,2,0,0,0,0
"ENSG00000219928",0,0,0,0,0,16,3,0,0,1
"ENSG00000219932",0,0,0,0,0,1,0,0,0,0
"ENSG00000219951",1,1,0,2,1,2,1,1,7,1
"ENSG00000219986",1,0,0,0,1,1,2,2,2,2
"ENSG00000219992",0,0,0,0,0,0,1,0,0,0
"ENSG00000219993",0,1,0,0,0,0,1,0,0,0
"ENSG00000220008",6,14,10,21,4,1,8,13,12,2
"ENSG00000220032",0,3,0,1,1,0,7,1,0,0
"ENSG00000220069",1,0,0,0,0,1,1,0,0,0
"ENSG00000220105",0,0,1,0,0,2,1,0,0,3
"ENSG00000220113",0,2,0,0,0,0,0,0,0,0
"ENSG00000220130",0,0,0,0,0,1,0,0,0,0
"ENSG00000220131",2,2,1,0,2,2,7,19,4,6
"ENSG00000220157",0,0,0,0,0,6,0,0,0,0
"ENSG00000220181",1,0,0,0,3,1,5,1,0,1
"ENSG00000220201",0,0,0,3,0,0,0,1,11,0
"ENSG00000220205",317,220,181,239,413,187,404,430,545,183
"ENSG00000220267",5,2,13,14,9,7,6,2,3,5
"ENSG00000220343",0,0,1,0,0,0,0,0,0,0
"ENSG00000220347",0,0,0,0,0,1,0,0,0,0
"ENSG00000220370",0,0,0,0,0,1,0,0,0,1
"ENSG00000220412",0,1,1,1,0,2,2,1,0,0
"ENSG00000220418",2,1,1,3,2,0,7,5,0,2
"ENSG00000220472",58,46,68,50,159,118,146,146,84,61
"ENSG00000220505",3,2,8,1,0,4,5,1,42,1
"ENSG00000220515",0,0,0,1,0,2,0,1,14,1
"ENSG00000220517",1,0,0,0,0,0,1,0,0,1
"ENSG00000220522",1,0,0,0,1,0,3,0,0,7
"ENSG00000220537",4,2,5,3,10,4,14,9,0,3
"ENSG00000220548",1,17,19,11,2,28,19,16,54,51
"ENSG00000220563",1,1,5,0,0,0,0,0,0,0
"ENSG00000220583",32,20,32,24,26,90,88,18,33,51
"ENSG00000220585",0,0,0,0,0,1,0,0,4,1
"ENSG00000220586",0,0,0,0,0,5,0,1,2,0
"ENSG00000220614",1,0,0,0,2,2,4,0,0,1
"ENSG00000220635",0,0,0,0,6,0,1,0,0,0
"ENSG00000220660",0,0,0,1,0,1,0,0,1,1
"ENSG00000220666",1,0,1,0,0,1,1,2,4,0
"ENSG00000220685",2,3,0,3,1,1,9,4,0,8
"ENSG00000220693",0,0,0,0,0,0,0,2,0,0
"ENSG00000220695",3,3,0,2,8,8,10,0,0,9
"ENSG00000220721",0,0,0,0,0,0,0,0,0,1
"ENSG00000220734",5,7,19,6,9,8,41,15,0,14
"ENSG00000220739",2,2,0,1,6,3,5,7,0,4
"ENSG00000220744",2,0,0,0,0,5,4,1,0,0
"ENSG00000220745",11,8,13,16,13,0,28,6,107,25
"ENSG00000220748",3,3,3,3,31,2,9,6,0,9
"ENSG00000220771",6,12,15,17,7,2,26,2,0,40
"ENSG00000220773",0,0,0,0,0,0,1,0,0,0
"ENSG00000220785",1,5,10,5,3,1,5,3,0,3
"ENSG00000220793",0,0,0,1,0,3,0,0,0,0
"ENSG00000220828",0,0,4,0,0,0,0,0,0,0
"ENSG00000220848",7,4,0,7,0,7,3,1,1,5
"ENSG00000220875",1,0,0,3,0,0,0,2,0,2
"ENSG00000220884",0,0,0,0,0,0,0,0,0,3
"ENSG00000220891",0,0,1,0,0,0,0,0,0,0
"ENSG00000220937",0,0,0,0,0,1,1,0,0,0
"ENSG00000220960",1,0,0,1,0,0,4,0,0,1
"ENSG00000220987",0,0,1,0,0,0,0,0,0,0
"ENSG00000220988",0,1,0,0,0,1,0,0,0,0
"ENSG00000221042",0,0,0,0,1,0,0,0,0,0
"ENSG00000221044",0,0,0,1,0,0,0,0,0,0
"ENSG00000221184",0,0,0,0,1,0,0,0,0,0
"ENSG00000221241",0,0,0,0,0,0,1,0,0,0
"ENSG00000221303",0,0,0,0,0,1,0,0,0,0
"ENSG00000221344",0,0,0,0,0,0,0,1,0,0
"ENSG00000221381",0,0,4,0,0,0,2,1,84,1
"ENSG00000221400",0,0,0,0,0,0,0,3,0,0
"ENSG00000221410",0,1,0,0,0,0,0,0,0,0
"ENSG00000221411",1,0,0,0,0,0,0,0,0,0
"ENSG00000221462",0,1,0,2,4,0,2,0,0,1
"ENSG00000221492",0,0,0,0,0,0,0,0,0,1
"ENSG00000221496",1,0,0,0,0,0,0,0,0,0
"ENSG00000221500",0,0,0,0,0,1,0,0,0,2
"ENSG00000221539",1,0,0,5,2,74,2,2,0,2
"ENSG00000221586",0,0,0,0,0,1,0,0,0,0
"ENSG00000221598",0,1,0,0,0,0,0,0,0,0
"ENSG00000221639",0,0,0,0,0,0,0,0,7,0
"ENSG00000221740",0,0,0,0,2,0,0,0,0,0
"ENSG00000221743",0,1,0,0,0,0,0,2,0,0
"ENSG00000221770",0,0,0,2,0,0,1,0,0,0
"ENSG00000221803",1,2,3,2,1,0,2,1,0,1
"ENSG00000221817",3,6,6,1,5,3,12,2,0,1
"ENSG00000221818",0,0,0,0,0,0,0,3,0,0
"ENSG00000221821",44,19,30,25,32,4,51,31,0,8
"ENSG00000221823",244,162,158,195,513,313,593,289,345,294
"ENSG00000221829",70,112,149,142,253,62,344,222,339,366
"ENSG00000221838",42,26,41,24,50,19,75,44,0,60
"ENSG00000221843",8,9,1,0,6,4,21,4,0,11
"ENSG00000221844",15,24,28,14,20,6,31,21,0,66
"ENSG00000221845",0,0,0,0,0,0,0,0,0,1
"ENSG00000221849",0,0,3,0,0,0,0,1,0,0
"ENSG00000221857",0,0,0,0,1,0,0,0,0,0
"ENSG00000221866",4,0,2,0,0,0,0,0,0,1
"ENSG00000221869",11,14,45,30,9,7,5,15,15,17
"ENSG00000221874",1,0,0,0,0,0,0,3,0,1
"ENSG00000221882",0,0,0,0,0,0,2,0,0,0
"ENSG00000221883",4,6,8,2,5,0,5,2,0,3
"ENSG00000221886",2,3,6,3,5,15,20,5,0,22
"ENSG00000221887",35,18,8,15,12,10,59,16,82,52
"ENSG00000221890",1,9,12,3,11,0,18,5,0,4
"ENSG00000221895",1,1,0,0,0,0,1,2,0,0
"ENSG00000221899",9,1,11,12,13,2,9,13,0,0
"ENSG00000221909",28,20,2,8,17,15,60,21,54,24
"ENSG00000221914",115,98,117,82,177,117,289,189,264,180
"ENSG00000221916",1,1,1,1,7,0,4,8,16,4
"ENSG00000221923",30,42,0,19,9,13,20,31,55,3
"ENSG00000221926",2,4,7,3,5,2,7,6,0,8
"ENSG00000221944",0,0,0,0,4,1,2,0,0,0
"ENSG00000221946",1,0,10,0,0,0,0,0,0,0
"ENSG00000221947",0,0,0,1,1,2,3,0,0,0
"ENSG00000221949",5,2,4,5,7,1,2,2,0,2
"ENSG00000221955",286,346,104,152,851,48,525,621,777,179
"ENSG00000221963",68,80,123,176,191,50,222,140,385,72
"ENSG00000221968",32,22,59,19,36,7,25,19,28,55
"ENSG00000221971",5,3,0,4,34,3,21,7,2,14
"ENSG00000221978",166,93,160,151,119,34,167,131,342,158
"ENSG00000221983",1597,946,876,889,962,1126,3129,1102,1206,1400
"ENSG00000221986",1,0,0,0,1,0,0,0,0,1
"ENSG00000221990",39,32,52,35,47,7,49,39,63,26
"ENSG00000221995",15,19,34,51,54,33,30,43,82,38
"ENSG00000222004",0,2,0,0,0,0,0,2,0,0
"ENSG00000222005",0,1,0,0,0,0,0,0,0,0
"ENSG00000222009",21,18,5,4,8,1,29,13,0,3
"ENSG00000222011",2,3,4,5,3,3,13,0,19,3
"ENSG00000222012",0,0,0,0,1,0,0,0,0,2
"ENSG00000222017",0,0,0,0,0,0,1,0,0,1
"ENSG00000222018",0,0,0,0,5,0,2,0,0,1
"ENSG00000222020",3,1,1,8,1,0,2,3,0,0
"ENSG00000222022",0,0,0,0,0,0,0,4,0,0
"ENSG00000222033",0,0,0,0,0,0,0,0,0,1
"ENSG00000222036",1,0,0,0,1,2,0,1,1,0
"ENSG00000222037",1,1,0,2,2,1,0,0,0,1
"ENSG00000222038",0,0,0,0,0,1,0,0,0,0
"ENSG00000222039",1,0,0,0,0,0,0,0,0,0
"ENSG00000222040",0,1,3,2,0,0,0,6,0,0
"ENSG00000222041",0,0,3,0,8,0,3,1,0,0
"ENSG00000222042",0,0,4,0,0,0,0,0,0,0
"ENSG00000222043",1,1,1,0,5,0,0,0,0,0
"ENSG00000222044",0,0,6,0,1,0,0,0,0,0
"ENSG00000222046",1,0,0,0,0,0,0,0,0,0
"ENSG00000222047",1,3,2,0,1,0,0,0,0,0
"ENSG00000222057",0,1,0,0,2,1,0,0,0,0
"ENSG00000222170",0,1,0,0,0,0,0,0,0,0
"ENSG00000222259",0,0,0,0,0,0,0,1,0,0
"ENSG00000222268",1,0,0,0,0,0,0,0,0,0
"ENSG00000222276",0,0,0,0,0,0,1,2,0,0
"ENSG00000222326",0,0,0,0,0,0,0,0,0,1
"ENSG00000222328",0,1,0,0,0,2,0,0,0,0
"ENSG00000222365",1,0,5,0,1,4,5,0,0,2
"ENSG00000222445",0,0,0,0,0,1,0,0,0,0
"ENSG00000222448",0,0,0,0,1,0,2,0,0,0
"ENSG00000222460",1,0,0,0,0,0,1,0,0,0
"ENSG00000222489",2,3,0,0,0,0,0,0,0,0
"ENSG00000222501",0,0,0,0,0,0,2,0,0,0
"ENSG00000222503",0,0,0,0,0,1,0,0,0,0
"ENSG00000222651",1,0,0,0,0,0,0,0,0,0
"ENSG00000222675",0,0,2,0,0,0,0,0,0,0
"ENSG00000222724",0,0,0,0,0,2,0,1,0,0
"ENSG00000222726",0,0,0,0,1,0,0,2,0,0
"ENSG00000222730",0,9,0,1,0,0,1,0,0,0
"ENSG00000222767",0,0,0,0,0,0,0,2,0,0
"ENSG00000222808",4,1,0,2,5,0,1,2,0,0
"ENSG00000222898",1,0,0,0,0,0,0,0,0,0
"ENSG00000222937",0,0,0,0,1,0,0,0,0,0
"ENSG00000222942",0,0,0,0,0,0,0,1,0,0
"ENSG00000222958",2,0,0,0,0,0,0,0,0,0
"ENSG00000223131",0,0,0,0,0,1,0,0,0,0
"ENSG00000223138",0,0,1,0,0,1,0,0,0,0
"ENSG00000223224",0,0,0,0,0,7,0,0,0,0
"ENSG00000223290",0,0,0,0,0,2,0,0,0,0
"ENSG00000223305",0,0,0,0,0,0,0,1,0,0
"ENSG00000223313",0,1,0,0,0,1,1,0,0,0
"ENSG00000223321",0,0,0,0,0,0,1,0,0,0
"ENSG00000223327",0,0,0,0,0,0,1,0,0,0
"ENSG00000223343",1,1,0,0,0,0,1,0,12,1
"ENSG00000223346",0,1,0,0,0,0,0,1,0,0
"ENSG00000223350",0,0,0,29,0,0,0,0,0,0
"ENSG00000223356",0,0,0,0,0,1,1,0,0,0
"ENSG00000223368",0,0,0,0,5,1,1,7,0,1
"ENSG00000223370",3,2,3,3,1,0,5,3,0,9
"ENSG00000223374",0,1,0,0,1,0,0,0,0,0
"ENSG00000223380",241,208,227,229,340,244,748,296,299,410
"ENSG00000223385",2,5,2,3,5,4,12,10,42,12
"ENSG00000223387",0,0,0,1,0,0,1,0,0,0
"ENSG00000223390",0,0,0,0,0,0,0,1,0,0
"ENSG00000223393",1,0,0,0,0,0,0,0,0,0
"ENSG00000223396",1,3,4,2,3,3,3,2,0,1
"ENSG00000223398",0,0,0,1,1,1,0,0,0,0
"ENSG00000223399",0,0,0,0,0,0,0,1,0,0
"ENSG00000223401",0,0,2,0,0,0,0,0,0,0
"ENSG00000223416",0,0,1,0,0,0,0,0,0,0
"ENSG00000223427",1,0,0,1,6,2,5,8,37,1
